id,flight_type,city,status,gate,claim,scheduled_time,actual_time,flight_codes,route_airport_code,delay_min,primary_flight_code,airline_code,flight_number,airline,status_clean,flight_date,hour,day_of_week,month,is_cancelled,is_delayed,is_ontime,is_early,otp_15_flag
,departure,Houston,Departed,8,,2026-03-14 08:10:00,2026-03-14 08:03:00,UA700,IAH,-7.0,UA700,UA,700,United,On Time,08:10:00,8,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,6,,2026-03-14 08:17:00,2026-03-14 08:11:00,AA3218,DFW,-6.0,AA3218,AA,3218,American,On Time,08:17:00,8,scheduled_time,3,0,0,1,0,1.0
,departure,Denver,Departed,10,,2026-03-14 08:49:00,2026-03-14 08:39:00,"UA489, AC4124",DEN,-10.0,UA489,UA,489,United,On Time,08:49:00,8,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,7,,2026-03-14 09:23:00,2026-03-14 09:18:00,AA1686,DFW,-5.0,AA1686,AA,1686,American,On Time,09:23:00,9,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,Departed,9,,2026-03-14 09:24:00,2026-03-14 09:14:00,"UA5309, AC4589",SFO,-10.0,UA5309,UA,5309,United,On Time,09:24:00,9,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,Departed,5,,2026-03-14 09:48:00,2026-03-14 09:37:00,AA543,PHX,-11.0,AA543,AA,543,American,On Time,09:48:00,9,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,Departed,,,2026-03-14 09:50:00,2026-03-14 09:40:00,F94592,PHX,-10.0,F94592,F,94592,Other,On Time,09:50:00,9,scheduled_time,3,0,0,1,0,1.0
,departure,Salt Lake City,Departed,4,,2026-03-14 09:55:00,2026-03-14 09:44:00,DL1198,SLC,-11.0,DL1198,DL,1198,Delta,On Time,09:55:00,9,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,Departed,12,,2026-03-14 10:06:00,2026-03-14 09:52:00,AS3440,SFO,-14.0,AS3440,AS,3440,Alaska,On Time,10:06:00,10,scheduled_time,3,0,0,1,0,1.0
,departure,Seattle-Tacoma,Departed,11,,2026-03-14 10:31:00,2026-03-14 10:41:00,AS1378,SEA,10.0,AS1378,AS,1378,Alaska,On Time,10:31:00,10,scheduled_time,3,0,0,1,0,1.0
,departure,Las Vegas,Departed,,,2026-03-14 10:48:00,2026-03-14 10:37:00,NK1623,LAS,-11.0,NK1623,NK,1623,Spirit,On Time,10:48:00,10,scheduled_time,3,0,0,1,0,1.0
,departure,Boise,Departed,16,,2026-03-14 10:49:00,2026-03-14 10:40:00,G43228,BOI,-9.0,G43228,G,43228,Other,On Time,10:49:00,10,scheduled_time,3,0,0,1,0,1.0
,departure,Chicago/O'Hare,Departed,8,,2026-03-14 10:52:00,2026-03-14 10:39:00,"UA2426, AC4307",ORD,-13.0,UA2426,UA,2426,United,On Time,10:52:00,10,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,6,,2026-03-14 10:55:00,2026-03-14 11:16:00,AA3197,DFW,21.0,AA3197,AA,3197,American,Delayed,10:55:00,10,scheduled_time,3,0,1,0,0,0.0
,departure,Provo,Departed,2,2.0,2026-03-14 11:00:00,2026-03-14 10:45:00,MX605,PVU,-15.0,MX605,MX,605,Breeze,Early,11:00:00,11,scheduled_time,3,0,0,0,1,1.0
,departure,Portland,Departed,13,,2026-03-14 11:02:00,2026-03-14 10:54:00,AS1405,PDX,-8.0,AS1405,AS,1405,Alaska,On Time,11:02:00,11,scheduled_time,3,0,0,1,0,1.0
,departure,Seattle-Tacoma,Cancelled,4,,2026-03-14 11:04:00,2026-03-14 11:04:00,DL2101,SEA,,DL2101,DL,2101,Delta,Cancelled,11:04:00,11,scheduled_time,3,1,0,0,0,
,departure,Denver,Departed,9,,2026-03-14 11:15:00,2026-03-14 11:07:00,"UA421, AC5027",DEN,-8.0,UA421,UA,421,United,On Time,11:15:00,11,scheduled_time,3,0,0,1,0,1.0
,departure,Denver,Departed,15,,2026-03-14 11:32:00,2026-03-14 11:25:00,F94372,DEN,-7.0,F94372,F,94372,Other,On Time,11:32:00,11,scheduled_time,3,0,0,1,0,1.0
,departure,Chicago/O'Hare,Departed,7,,2026-03-14 11:41:00,2026-03-14 12:03:00,AA2285,ORD,22.0,AA2285,AA,2285,American,Delayed,11:41:00,11,scheduled_time,3,0,1,0,0,0.0
,departure,San Francisco,Departed,11,,2026-03-14 11:48:00,2026-03-14 11:40:00,AS3450,SFO,-8.0,AS3450,AS,3450,Alaska,On Time,11:48:00,11,scheduled_time,3,0,0,1,0,1.0
,departure,Las Vegas,Departed,4,,2026-03-14 12:10:00,2026-03-14 12:02:00,DL4078,LAS,-8.0,DL4078,DL,4078,Delta,On Time,12:10:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,Santa Rosa,Departed,12,,2026-03-14 12:16:00,2026-03-14 12:14:00,AS3467,STS,-2.0,AS3467,AS,3467,Alaska,On Time,12:16:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,Vancouver,Departed,14,,2026-03-14 12:25:00,2026-03-14 12:40:00,AC599,YVR,15.0,AC599,AC,599,Air Canada,On Time,12:25:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,Departed,5,,2026-03-14 12:26:00,2026-03-14 12:20:00,AA456,PHX,-6.0,AA456,AA,456,American,On Time,12:26:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,Spokane,Departed,13,,2026-03-14 12:29:00,2026-03-14 13:00:00,AS2338,GEG,31.0,AS2338,AS,2338,Alaska,Delayed,12:29:00,12,scheduled_time,3,0,1,0,0,0.0
,departure,Houston,Departed,10,,2026-03-14 12:29:00,2026-03-14 12:23:00,UA2451,IAH,-6.0,UA2451,UA,2451,United,On Time,12:29:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,Atlanta,Departed,3,,2026-03-14 12:34:00,2026-03-14 12:35:00,DL329,ATL,1.0,DL329,DL,329,Delta,On Time,12:34:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,7,,2026-03-14 12:47:00,2026-03-14 13:10:00,AA2264,DFW,23.0,AA2264,AA,2264,American,Delayed,12:47:00,12,scheduled_time,3,0,1,0,0,0.0
,departure,Newark,Departed,8,,2026-03-14 12:48:00,2026-03-14 14:16:00,"UA1559, AC4087",EWR,88.0,UA1559,UA,1559,United,Delayed,12:48:00,12,scheduled_time,3,0,1,0,0,0.0
,departure,Seattle-Tacoma,Departed,11,,2026-03-14 12:56:00,2026-03-14 13:07:00,AS1308,SEA,11.0,AS1308,AS,1308,Alaska,On Time,12:56:00,12,scheduled_time,3,0,0,1,0,1.0
,departure,New York/JFK,Departed,6,,2026-03-14 13:00:00,2026-03-14 12:51:00,AA3085,JFK,-9.0,AA3085,AA,3085,American,On Time,13:00:00,13,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,Departed,12,,2026-03-14 13:24:00,2026-03-14 13:14:00,AS3023,SFO,-10.0,AS3023,AS,3023,Alaska,On Time,13:24:00,13,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,Departed,5,,2026-03-14 13:27:00,2026-03-14 14:02:00,AA457,PHX,35.0,AA457,AA,457,American,Delayed,13:27:00,13,scheduled_time,3,0,1,0,0,0.0
,departure,Denver,Departed,9,,2026-03-14 13:27:00,2026-03-14 16:24:00,"UA1937, AC5278",DEN,177.0,UA1937,UA,1937,United,Delayed,13:27:00,13,scheduled_time,3,0,1,0,0,0.0
,departure,Provo,Departed,2,2.0,2026-03-14 13:30:00,2026-03-14 13:11:00,MX603,PVU,-19.0,MX603,MX,603,Breeze,Early,13:30:00,13,scheduled_time,3,0,0,0,1,1.0
,departure,Salt Lake City,Departed,4,,2026-03-14 13:35:00,2026-03-14 13:24:00,DL1189,SLC,-11.0,DL1189,DL,1189,Delta,On Time,13:35:00,13,scheduled_time,3,0,0,1,0,1.0
,departure,Portland,Departed,13,,2026-03-14 14:10:00,2026-03-14 14:06:00,AS712,PDX,-4.0,AS712,AS,712,Alaska,On Time,14:10:00,14,scheduled_time,3,0,0,1,0,1.0
,departure,Calgary,Departed,14,,2026-03-14 14:15:00,2026-03-14 14:09:00,WS1581,YYC,-6.0,WS1581,WS,1581,WestJet,On Time,14:15:00,14,scheduled_time,3,0,0,1,0,1.0
,departure,Chicago/O'Hare,Departed,10,,2026-03-14 14:22:00,2026-03-14 14:17:00,"UA1352, AC4596",ORD,-5.0,UA1352,UA,1352,United,On Time,14:22:00,14,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,6,,2026-03-14 14:47:00,2026-03-14 14:55:00,AA2861,DFW,8.0,AA2861,AA,2861,American,On Time,14:47:00,14,scheduled_time,3,0,0,1,0,1.0
,departure,Tucson,Departed,12,,2026-03-14 14:47:00,2026-03-14 14:36:00,AS3308,TUS,-11.0,AS3308,AS,3308,Alaska,On Time,14:47:00,14,scheduled_time,3,0,0,1,0,1.0
,departure,Las Vegas,Departed,15,,2026-03-14 14:53:00,2026-03-14 16:09:00,NK1631,LAS,76.0,NK1631,NK,1631,Spirit,Delayed,14:53:00,14,scheduled_time,3,0,1,0,0,0.0
,departure,Seattle-Tacoma,Departed,11,,2026-03-14 15:01:00,2026-03-14 15:12:00,AS760,SEA,11.0,AS760,AS,760,Alaska,On Time,15:01:00,15,scheduled_time,3,0,0,1,0,1.0
,departure,Chicago/O'Hare,Departed,7,,2026-03-14 15:24:00,2026-03-14 15:29:00,AA2212,ORD,5.0,AA2212,AA,2212,American,On Time,15:24:00,15,scheduled_time,3,0,0,1,0,1.0
,departure,Houston,Departed,2,,2026-03-14 15:25:00,2026-03-14 15:54:00,UA1950,IAH,29.0,UA1950,UA,1950,United,Delayed,15:25:00,15,scheduled_time,3,0,1,0,0,0.0
,departure,San Francisco,Departed,12,,2026-03-14 16:05:00,2026-03-14 15:55:00,AS3393,SFO,-10.0,AS3393,AS,3393,Alaska,On Time,16:05:00,16,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,5,,2026-03-14 16:45:00,2026-03-14 17:05:00,AA2659,DFW,20.0,AA2659,AA,2659,American,Delayed,16:45:00,16,scheduled_time,3,0,1,0,0,0.0
,departure,Provo,Departed,16,,2026-03-14 16:56:00,2026-03-14 16:53:00,G41605,PVU,-3.0,G41605,G,41605,Other,On Time,16:56:00,16,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,Departed,6,,2026-03-14 17:01:00,2026-03-14 16:51:00,AA2094,PHX,-10.0,AA2094,AA,2094,American,On Time,17:01:00,17,scheduled_time,3,0,0,1,0,1.0
,departure,Seattle-Tacoma,Departed,11,,2026-03-14 17:14:00,2026-03-14 17:28:00,AS1342,SEA,14.0,AS1342,AS,1342,Alaska,On Time,17:14:00,17,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,Departed,12,,2026-03-14 17:22:00,2026-03-14 17:12:00,AS3494,SFO,-10.0,AS3494,AS,3494,Alaska,On Time,17:22:00,17,scheduled_time,3,0,0,1,0,1.0
,departure,Las Vegas,Departed,3,,2026-03-14 17:31:00,2026-03-14 17:22:00,DL4074,LAS,-9.0,DL4074,DL,4074,Delta,On Time,17:31:00,17,scheduled_time,3,0,0,1,0,1.0
,departure,Salt Lake City,Departed,4,,2026-03-14 17:55:00,2026-03-14 17:44:00,DL1277,SLC,-11.0,DL1277,DL,1277,Delta,On Time,17:55:00,17,scheduled_time,3,0,0,1,0,1.0
,departure,Portland,Departed,13,,2026-03-14 18:07:00,2026-03-14 18:01:00,AS589,PDX,-6.0,AS589,AS,589,Alaska,On Time,18:07:00,18,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,On Time,8,,2026-03-14 18:20:00,2026-03-14 18:15:00,"UA2496, AC4517",SFO,-5.0,UA2496,UA,2496,United,On Time,18:20:00,18,scheduled_time,3,0,0,1,0,1.0
,departure,Denver,Departed,10,,2026-03-14 18:34:00,2026-03-14 18:28:00,"UA2656, AC5328",DEN,-6.0,UA2656,UA,2656,United,On Time,18:34:00,18,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,On Time,7,,2026-03-14 19:18:00,2026-03-14 19:10:00,AA3223,DFW,-8.0,AA3223,AA,3223,American,On Time,19:18:00,19,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,On Time,8,,2026-03-14 19:37:00,2026-03-14 19:37:00,"UA5339, AC4247",SFO,0.0,UA5339,UA,5339,United,On Time,19:37:00,19,scheduled_time,3,0,0,1,0,1.0
708736.0,departure,Denver,On Time,20,,2026-03-14 19:45:00,2026-03-14 19:45:00,WN4504,DEN,0.0,WN4504,WN,4504,Southwest,On Time,19:45:00,19,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,On Time,5,,2026-03-14 19:48:00,2026-03-14 19:48:00,AA2088,PHX,0.0,AA2088,AA,2088,American,On Time,19:48:00,19,scheduled_time,3,0,0,1,0,1.0
,departure,Boise,Delayed,11,,2026-03-14 19:59:00,2026-03-14 20:25:00,AS336,BOI,26.0,AS336,AS,336,Alaska,Delayed,19:59:00,19,scheduled_time,3,0,1,0,0,0.0
708737.0,departure,San Jose,On Time,17,,2026-03-14 20:10:00,2026-03-14 20:15:00,WN2805,SJC,5.0,WN2805,WN,2805,Southwest,On Time,20:10:00,20,scheduled_time,3,0,0,1,0,1.0
,departure,Everett,On Time,12,,2026-03-14 20:43:00,2026-03-14 20:43:00,AS2116,PAE,0.0,AS2116,AS,2116,Alaska,On Time,20:43:00,20,scheduled_time,3,0,0,1,0,1.0
708741.0,departure,Sacramento,On Time,18,,2026-03-14 21:10:00,2026-03-14 21:10:00,WN4524,SMF,0.0,WN4524,WN,4524,Southwest,On Time,21:10:00,21,scheduled_time,3,0,0,1,0,1.0
,departure,Newark,On Time,9,,2026-03-14 21:14:00,2026-03-14 21:14:00,"UA2186, AC3098",EWR,0.0,UA2186,UA,2186,United,On Time,21:14:00,21,scheduled_time,3,0,0,1,0,1.0
