id,flight_type,city,status,gate,claim,scheduled_time,actual_time,flight_codes,route_airport_code,delay_min,primary_flight_code,airline_code,flight_number,airline,status_clean,flight_date,hour,day_of_week,month,is_cancelled,is_delayed,is_ontime,is_early,otp_15_flag
,arrival,Phoenix,Arrived,5,1.0,2026-03-14 12:37:00,2026-03-14 13:09:00,AA457,PHX,32.0,AA457,AA,457,American,Delayed,12:37:00,12,scheduled_time,3,0,1,0,0,0.0
,arrival,Montrose,Arrived,2,2.0,2026-03-14 12:38:00,2026-03-14 12:27:00,MX623,MTJ,-11.0,MX623,MX,623,Breeze,On Time,12:38:00,12,scheduled_time,3,0,0,1,0,1.0
,arrival,Tucson,Arrived,12,3.0,2026-03-14 12:47:00,2026-03-14 12:39:00,AS3471,TUS,-8.0,AS3471,AS,3471,Alaska,On Time,12:47:00,12,scheduled_time,3,0,0,1,0,1.0
,arrival,Denver,Arrived,10,4.0,2026-03-14 13:15:00,2026-03-14 12:58:00,"UA1320, AC5277",DEN,-17.0,UA1320,UA,1320,United,Early,13:15:00,13,scheduled_time,3,0,0,0,1,1.0
708705.0,arrival,Phoenix,Arrived,20,5.0,2026-03-14 13:20:00,2026-03-14 13:22:00,WN3496,PHX,2.0,WN3496,WN,3496,Southwest,On Time,13:20:00,13,scheduled_time,3,0,0,1,0,1.0
,arrival,Portland,Arrived,13,3.0,2026-03-14 13:22:00,2026-03-14 13:06:00,AS588,PDX,-16.0,AS588,AS,588,Alaska,Early,13:22:00,13,scheduled_time,3,0,0,0,1,1.0
,arrival,Calgary,Arrived,14,6.0,2026-03-14 13:24:00,2026-03-14 13:12:00,WS1580,YYC,-12.0,WS1580,WS,1580,WestJet,On Time,13:24:00,13,scheduled_time,3,0,0,1,0,1.0
708706.0,arrival,Sacramento,Arrived,19,5.0,2026-03-14 13:35:00,2026-03-14 13:37:00,WN3759,SMF,2.0,WN3759,WN,3759,Southwest,On Time,13:35:00,13,scheduled_time,3,0,0,1,0,1.0
,arrival,Dallas-Ft. Worth,Arrived,6,1.0,2026-03-14 13:57:00,2026-03-14 13:57:00,AA2861,DFW,0.0,AA2861,AA,2861,American,On Time,13:57:00,13,scheduled_time,3,0,0,1,0,1.0
,arrival,Las Vegas,Arrived,15,6.0,2026-03-14 13:58:00,2026-03-14 15:23:00,NK949,LAS,85.0,NK949,NK,949,Spirit,Delayed,13:58:00,13,scheduled_time,3,0,1,0,0,0.0
,arrival,San Francisco,Arrived,12,3.0,2026-03-14 14:10:00,2026-03-14 13:43:00,AS3022,SFO,-27.0,AS3022,AS,3022,Alaska,Early,14:10:00,14,scheduled_time,3,0,0,0,1,1.0
,arrival,Houston,Arrived,2,4.0,2026-03-14 14:11:00,2026-03-14 13:38:00,UA1612,IAH,-33.0,UA1612,UA,1612,United,Early,14:11:00,14,scheduled_time,3,0,0,0,1,1.0
,arrival,Seattle-Tacoma,Arrived,11,3.0,2026-03-14 14:13:00,2026-03-14 14:10:00,AS1357,SEA,-3.0,AS1357,AS,1357,Alaska,On Time,14:13:00,14,scheduled_time,3,0,0,1,0,1.0
,arrival,Chicago/O'Hare,Arrived,7,1.0,2026-03-14 14:23:00,2026-03-14 14:38:00,AA2212,ORD,15.0,AA2212,AA,2212,American,On Time,14:23:00,14,scheduled_time,3,0,0,1,0,1.0
708709.0,arrival,Las Vegas,Arrived,18,5.0,2026-03-14 15:15:00,2026-03-14 17:13:00,WN1926,LAS,118.0,WN1926,WN,1926,Southwest,Delayed,15:15:00,15,scheduled_time,3,0,1,0,0,0.0
,arrival,San Francisco,Arrived,12,3.0,2026-03-14 15:26:00,2026-03-14 15:05:00,AS3465,SFO,-21.0,AS3465,AS,3465,Alaska,Early,15:26:00,15,scheduled_time,3,0,0,0,1,1.0
,arrival,Dallas-Ft. Worth,Arrived,5,1.0,2026-03-14 15:54:00,2026-03-14 16:18:00,AA2659,DFW,24.0,AA2659,AA,2659,American,Delayed,15:54:00,15,scheduled_time,3,0,1,0,0,0.0
708712.0,arrival,Sacramento,Arrived,19,5.0,2026-03-14 15:55:00,2026-03-14 15:38:00,WN4501,SMF,-17.0,WN4501,WN,4501,Southwest,Early,15:55:00,15,scheduled_time,3,0,0,0,1,1.0
708713.0,arrival,Phoenix,Arrived,20,5.0,2026-03-14 16:05:00,2026-03-14 15:48:00,WN1232,PHX,-17.0,WN1232,WN,1232,Southwest,Early,16:05:00,16,scheduled_time,3,0,0,0,1,1.0
,arrival,Boise,Arrived,16,6.0,2026-03-14 16:06:00,2026-03-14 15:43:00,G41596,BOI,-23.0,G41596,G,41596,Other,Early,16:06:00,16,scheduled_time,3,0,0,0,1,1.0
,arrival,Salt Lake City,Arrived,4,2.0,2026-03-14 16:09:00,2026-03-14 15:56:00,DL1277,SLC,-13.0,DL1277,DL,1277,Delta,On Time,16:09:00,16,scheduled_time,3,0,0,1,0,1.0
,arrival,Phoenix,Arrived,6,1.0,2026-03-14 16:11:00,2026-03-14 16:05:00,AA2094,PHX,-6.0,AA2094,AA,2094,American,On Time,16:11:00,16,scheduled_time,3,0,0,1,0,1.0
708714.0,arrival,San Jose Del Cabo,Arrived,14,7.0,2026-03-14 16:25:00,2026-03-14 17:19:00,WN641,SJD,54.0,WN641,WN,641,Southwest,Delayed,16:25:00,16,scheduled_time,3,0,1,0,0,0.0
,arrival,Seattle-Tacoma,Arrived,11,3.0,2026-03-14 16:26:00,2026-03-14 16:33:00,AS743,SEA,7.0,AS743,AS,743,Alaska,On Time,16:26:00,16,scheduled_time,3,0,0,1,0,1.0
,arrival,San Francisco,Arrived,12,3.0,2026-03-14 16:45:00,2026-03-14 16:22:00,AS3494,SFO,-23.0,AS3494,AS,3494,Alaska,Early,16:45:00,16,scheduled_time,3,0,0,0,1,1.0
,arrival,Las Vegas,Arrived,3,2.0,2026-03-14 16:48:00,2026-03-14 16:27:00,DL4074,LAS,-21.0,DL4074,DL,4074,Delta,Early,16:48:00,16,scheduled_time,3,0,0,0,1,1.0
708717.0,arrival,Las Vegas,Arrived,19,5.0,2026-03-14 17:10:00,2026-03-14 16:59:00,WN1538,LAS,-11.0,WN1538,WN,1538,Southwest,On Time,17:10:00,17,scheduled_time,3,0,0,1,0,1.0
,arrival,Newark,Arrived,8,4.0,2026-03-14 17:18:00,2026-03-14 17:05:00,"UA1847, AC3744",EWR,-13.0,UA1847,UA,1847,United,On Time,17:18:00,17,scheduled_time,3,0,0,1,0,1.0
,arrival,Portland,Arrived,13,3.0,2026-03-14 17:19:00,2026-03-14 17:01:00,AS264,PDX,-18.0,AS264,AS,264,Alaska,Early,17:19:00,17,scheduled_time,3,0,0,0,1,1.0
,arrival,Denver,Arrived,10,4.0,2026-03-14 17:32:00,2026-03-14 17:10:00,"UA422, AC3635",DEN,-22.0,UA422,UA,422,United,Early,17:32:00,17,scheduled_time,3,0,0,0,1,1.0
708719.0,arrival,Austin,Arrived,20,5.0,2026-03-14 17:55:00,2026-03-14 17:52:00,WN147,AUS,-3.0,WN147,WN,147,Southwest,On Time,17:55:00,17,scheduled_time,3,0,0,1,0,1.0
,arrival,Seattle-Tacoma,Arrived,1A,2.0,2026-03-14 18:22:00,2026-03-14 18:12:00,DL2318,SEA,-10.0,DL2318,DL,2318,Delta,On Time,18:22:00,18,scheduled_time,3,0,0,1,0,1.0
,arrival,Dallas-Ft. Worth,Arrived,7,1.0,2026-03-14 18:27:00,2026-03-14 18:19:00,AA3223,DFW,-8.0,AA3223,AA,3223,American,On Time,18:27:00,18,scheduled_time,3,0,0,1,0,1.0
708722.0,arrival,San Jose,Arrived,18,5.0,2026-03-14 18:30:00,2026-03-14 18:14:00,WN4459,SJC,-16.0,WN4459,WN,4459,Southwest,Early,18:30:00,18,scheduled_time,3,0,0,0,1,1.0
,arrival,San Francisco,Arrived,8,4.0,2026-03-14 18:35:00,2026-03-14 18:43:00,"UA5650, AC4332",SFO,8.0,UA5650,UA,5650,United,On Time,18:35:00,18,scheduled_time,3,0,0,1,0,1.0
708723.0,arrival,Oakland,Arrived,19,5.0,2026-03-14 18:45:00,2026-03-14 18:31:00,WN4102,OAK,-14.0,WN4102,WN,4102,Southwest,On Time,18:45:00,18,scheduled_time,3,0,0,1,0,1.0
708724.0,arrival,Denver,Arrived,20,5.0,2026-03-14 18:55:00,2026-03-14 18:51:00,WN4133,DEN,-4.0,WN4133,WN,4133,Southwest,On Time,18:55:00,18,scheduled_time,3,0,0,1,0,1.0
,arrival,Chicago/O'Hare,Delayed,10,4.0,2026-03-14 18:57:00,2026-03-14 19:12:00,"UA1317, AC5455",ORD,15.0,UA1317,UA,1317,United,On Time,18:57:00,18,scheduled_time,3,0,0,1,0,1.0
,arrival,Phoenix,Arrived,5,1.0,2026-03-14 18:58:00,2026-03-14 18:31:00,AA2088,PHX,-27.0,AA2088,AA,2088,American,Early,18:58:00,18,scheduled_time,3,0,0,0,1,1.0
,arrival,Seattle-Tacoma,Delayed,11,3.0,2026-03-14 19:06:00,2026-03-14 19:39:00,AS773,SEA,33.0,AS773,AS,773,Alaska,Delayed,19:06:00,19,scheduled_time,3,0,1,0,0,0.0
708735.0,arrival,Phoenix,Delayed,17,5.0,2026-03-14 19:30:00,2026-03-14 19:40:00,WN4001,PHX,10.0,WN4001,WN,4001,Southwest,On Time,19:30:00,19,scheduled_time,3,0,0,1,0,1.0
,arrival,Atlanta,Early,2,2.0,2026-03-14 19:42:00,2026-03-14 19:26:00,DL826,ATL,-16.0,DL826,DL,826,Delta,Early,19:42:00,19,scheduled_time,3,0,0,0,1,1.0
,arrival,Newark,Early,9,4.0,2026-03-14 19:54:00,2026-03-14 19:36:00,"UA2415, AC3739",EWR,-18.0,UA2415,UA,2415,United,Early,19:54:00,19,scheduled_time,3,0,0,0,1,1.0
,arrival,Spokane,On Time,12,3.0,2026-03-14 20:00:00,2026-03-14 20:01:00,AS2337,GEG,1.0,AS2337,AS,2337,Alaska,On Time,20:00:00,20,scheduled_time,3,0,0,1,0,1.0
,arrival,Seattle-Tacoma,Early,15,3.0,2026-03-14 20:06:00,2026-03-14 19:34:00,AS1307,SEA,-32.0,AS1307,AS,1307,Alaska,Early,20:06:00,20,scheduled_time,3,0,0,0,1,1.0
,arrival,Dallas-Ft. Worth,Delayed,6,1.0,2026-03-14 20:23:00,2026-03-14 20:52:00,AA1112,DFW,29.0,AA1112,AA,1112,American,Delayed,20:23:00,20,scheduled_time,3,0,1,0,0,0.0
,arrival,Portland,Early,14,4.0,2026-03-14 20:25:00,2026-03-14 19:53:00,AS711,PDX,-32.0,AS711,AS,711,Alaska,Early,20:25:00,20,scheduled_time,3,0,0,0,1,1.0
,arrival,Provo,Early,4,2.0,2026-03-14 20:30:00,2026-03-14 20:04:00,MX604,PVU,-26.0,MX604,MX,604,Breeze,Early,20:30:00,20,scheduled_time,3,0,0,0,1,1.0
708738.0,arrival,Las Vegas,Early,18,5.0,2026-03-14 20:30:00,2026-03-14 20:19:00,WN270,LAS,-11.0,WN270,WN,270,Southwest,On Time,20:30:00,20,scheduled_time,3,0,0,1,0,1.0
,arrival,San Francisco,Early,8,4.0,2026-03-14 20:50:00,2026-03-14 20:30:00,"UA589, AC4186",SFO,-20.0,UA589,UA,589,United,Early,20:50:00,20,scheduled_time,3,0,0,0,1,1.0
708739.0,arrival,Sacramento,Early,19,5.0,2026-03-14 20:55:00,2026-03-14 20:46:00,WN4502,SMF,-9.0,WN4502,WN,4502,Southwest,On Time,20:55:00,20,scheduled_time,3,0,0,1,0,1.0
,arrival,Minneapolis-St. Paul,Early,3,2.0,2026-03-14 20:56:00,2026-03-14 20:44:00,DL2107,MSP,-12.0,DL2107,DL,2107,Delta,On Time,20:56:00,20,scheduled_time,3,0,0,1,0,1.0
,arrival,Denver,On Time,11,4.0,2026-03-14 21:03:00,2026-03-14 20:58:00,"UA1704, AC5385",DEN,-5.0,UA1704,UA,1704,United,On Time,21:03:00,21,scheduled_time,3,0,0,1,0,1.0
,arrival,San Francisco,Early,12,3.0,2026-03-14 21:03:00,2026-03-14 20:48:00,AS3492,SFO,-15.0,AS3492,AS,3492,Alaska,Early,21:03:00,21,scheduled_time,3,0,0,0,1,1.0
708740.0,arrival,San Jose,Early,20,5.0,2026-03-14 21:05:00,2026-03-14 20:53:00,WN1543,SJC,-12.0,WN1543,WN,1543,Southwest,On Time,21:05:00,21,scheduled_time,3,0,0,1,0,1.0
,arrival,Seattle-Tacoma,Early,13,3.0,2026-03-14 21:12:00,2026-03-14 20:36:00,AS1309,SEA,-36.0,AS1309,AS,1309,Alaska,Early,21:12:00,21,scheduled_time,3,0,0,0,1,1.0
,arrival,Las Vegas,On Time,16,6.0,2026-03-14 21:13:00,2026-03-14 21:17:00,NK1626,LAS,4.0,NK1626,NK,1626,Spirit,On Time,21:13:00,21,scheduled_time,3,0,0,1,0,1.0
708742.0,arrival,Oakland,Delayed,21,5.0,2026-03-14 21:15:00,2026-03-14 22:01:00,WN4619,OAK,46.0,WN4619,WN,4619,Southwest,Delayed,21:15:00,21,scheduled_time,3,0,1,0,0,0.0
,arrival,Charlotte,Delayed,7,1.0,2026-03-14 21:17:00,2026-03-14 21:28:00,AA1140,CLT,11.0,AA1140,AA,1140,American,On Time,21:17:00,21,scheduled_time,3,0,0,1,0,1.0
708743.0,arrival,Phoenix,Delayed,18,5.0,2026-03-14 21:35:00,2026-03-14 21:44:00,WN2859,PHX,9.0,WN2859,WN,2859,Southwest,On Time,21:35:00,21,scheduled_time,3,0,0,1,0,1.0
,arrival,Chicago/O'Hare,Delayed,5,1.0,2026-03-14 21:39:00,2026-03-14 22:24:00,AA1179,ORD,45.0,AA1179,AA,1179,American,Delayed,21:39:00,21,scheduled_time,3,0,1,0,0,0.0
,arrival,Houston,Early,9,4.0,2026-03-14 21:45:00,2026-03-14 21:26:00,UA1590,IAH,-19.0,UA1590,UA,1590,United,Early,21:45:00,21,scheduled_time,3,0,0,0,1,1.0
708744.0,arrival,Dallas/Love Field,Early,17,5.0,2026-03-14 21:45:00,2026-03-14 21:38:00,WN2328,DAL,-7.0,WN2328,WN,2328,Southwest,On Time,21:45:00,21,scheduled_time,3,0,0,1,0,1.0
708745.0,arrival,Denver,Early,21,5.0,2026-03-14 21:55:00,2026-03-14 21:45:00,WN2010,DEN,-10.0,WN2010,WN,2010,Southwest,On Time,21:55:00,21,scheduled_time,3,0,0,1,0,1.0
,arrival,Salt Lake City,Early,3,2.0,2026-03-14 21:55:00,2026-03-14 21:40:00,DL1304,SLC,-15.0,DL1304,DL,1304,Delta,Early,21:55:00,21,scheduled_time,3,0,0,0,1,1.0
,arrival,Phoenix,On Time,5,1.0,2026-03-14 21:56:00,2026-03-14 21:56:00,AA2637,PHX,0.0,AA2637,AA,2637,American,On Time,21:56:00,21,scheduled_time,3,0,0,1,0,1.0
708753.0,arrival,Las Vegas,On Time,22B,,2026-03-14 22:15:00,2026-03-14 22:15:00,WN1973,LAS,0.0,WN1973,WN,1973,Southwest,On Time,22:15:00,22,scheduled_time,3,0,0,1,0,1.0
,arrival,Dallas-Ft. Worth,On Time,5,1.0,2026-03-14 22:45:00,2026-03-14 22:46:00,AA2370,DFW,1.0,AA2370,AA,2370,American,On Time,22:45:00,22,scheduled_time,3,0,0,1,0,1.0
,departure,Dallas-Ft. Worth,Departed,6,,2026-03-14 06:45:00,2026-03-14 06:38:00,AA1382,DFW,-7.0,AA1382,AA,1382,American,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Phoenix,Departed,5,,2026-03-14 06:45:00,2026-03-14 06:36:00,AA628,PHX,-9.0,AA628,AA,628,American,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Seattle-Tacoma,Cancelled,14,,2026-03-14 06:45:00,2026-03-14 06:45:00,AS1325,SEA,,AS1325,AS,1325,Alaska,Cancelled,06:45:00,6,scheduled_time,3,1,0,0,0,
,departure,San Francisco,Departed,12,,2026-03-14 06:45:00,2026-03-14 06:38:00,AS3251,SFO,-7.0,AS3251,AS,3251,Alaska,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Portland,Departed,14,,2026-03-14 06:45:00,2026-03-14 06:39:00,AS750,PDX,-6.0,AS750,AS,750,Alaska,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Atlanta,Departed,2,,2026-03-14 06:45:00,2026-03-14 06:40:00,DL721,ATL,-5.0,DL721,DL,721,Delta,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Las Vegas,Departed,15,,2026-03-14 06:45:00,2026-03-14 06:38:00,NK714,LAS,-7.0,NK714,NK,714,Spirit,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Chicago/O'Hare,Departed,8,,2026-03-14 06:45:00,2026-03-14 06:36:00,"UA587, AC5171",ORD,-9.0,UA587,UA,587,United,On Time,06:45:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Newark,Departed,11,,2026-03-14 06:46:00,2026-03-14 06:42:00,"UA661, AC4076",EWR,-4.0,UA661,UA,661,United,On Time,06:46:00,6,scheduled_time,3,0,0,1,0,1.0
,departure,Salt Lake City,Departed,1A,,2026-03-14 07:05:00,2026-03-14 07:00:00,DL1185,SLC,-5.0,DL1185,DL,1185,Delta,On Time,07:05:00,7,scheduled_time,3,0,0,1,0,1.0
,departure,San Francisco,Departed,10,,2026-03-14 07:19:00,2026-03-14 07:09:00,"UA1326, AC5213",SFO,-10.0,UA1326,UA,1326,United,On Time,07:19:00,7,scheduled_time,3,0,0,1,0,1.0
,departure,Denver,Departed,9,,2026-03-14 07:25:00,2026-03-14 07:17:00,"UA250, AC3449",DEN,-8.0,UA250,UA,250,United,On Time,07:25:00,7,scheduled_time,3,0,0,1,0,1.0
,departure,Montrose,Departed,4,,2026-03-14 07:30:00,2026-03-14 07:21:00,MX622,MTJ,-9.0,MX622,MX,622,Breeze,On Time,07:30:00,7,scheduled_time,3,0,0,1,0,1.0
,departure,Seattle-Tacoma,Departed,3,,2026-03-14 07:30:00,2026-03-14 07:48:00,DL1293,SEA,18.0,DL1293,DL,1293,Delta,Delayed,07:30:00,7,scheduled_time,3,0,1,0,0,0.0
,departure,Charlotte,Departed,5,,2026-03-14 07:45:00,2026-03-14 07:43:00,AA2209,CLT,-2.0,AA2209,AA,2209,American,On Time,07:45:00,7,scheduled_time,3,0,0,1,0,1.0
,departure,Chicago/O'Hare,Departed,7,,2026-03-14 07:45:00,2026-03-14 07:39:00,AA2590,ORD,-6.0,AA2590,AA,2590,American,On Time,07:45:00,7,scheduled_time,3,0,0,1,0,1.0
,departure,Minneapolis-St. Paul,Departed,2,,2026-03-14 08:00:00,2026-03-14 07:51:00,DL2185,MSP,-9.0,DL2185,DL,2185,Delta,On Time,08:00:00,8,scheduled_time,3,0,0,1,0,1.0
,departure,Seattle-Tacoma,Departed,13,,2026-03-14 08:05:00,2026-03-14 08:04:00,AS702,SEA,-1.0,AS702,AS,702,Alaska,On Time,08:05:00,8,scheduled_time,3,0,0,1,0,1.0
